,vaccination_ratio,new_deaths_per_million,reproduction_rate,positive_rate,stringency_index
2020-10-23,0.0,3.8051777777777795,1.3840000000000001,0.11719999999999998,51.973571428571425
2020-10-24,0.0,2.3563333333333336,1.3795555555555554,0.12102857142857142,53.10904761904764
2020-10-25,0.0,1.7701999999999998,1.3760000000000001,0.12272972972972972,53.340476190476195
2020-10-26,0.0,3.5527111111111114,1.3693333333333333,0.12800000000000003,53.957619047619055
2020-10-27,0.0,3.095111111111111,1.358,0.13597142857142855,54.16690476190477
2020-10-28,0.0,3.1665555555555556,1.3446666666666665,0.1393142857142857,54.29928571428573
2020-10-29,0.0,3.6624222222222227,1.330888888888889,0.14242857142857143,54.91690476190477
2020-10-30,0.0,4.816222222222223,1.316444444444444,0.14385714285714282,56.294761904761906
2020-10-31,0.0,3.7400888888888884,1.302,0.14514285714285716,56.42714285714287
2020-11-01,0.0,2.9331555555555555,1.2895555555555551,0.1454054054054054,56.09642857142859
2020-11-02,0.0,4.104377777777779,1.2782222222222224,0.1483714285714286,57.231904761904765
2020-11-03,0.0,5.2816,1.2617777777777779,0.15134285714285717,57.38595238095238
2020-11-04,0.0,5.433777777777777,1.2446666666666664,0.1545142857142857,57.474047619047624
2020-11-05,0.0,4.774444444444445,1.222222222222222,0.15645714285714288,57.87095238095237
2020-11-06,0.0,5.003933333333334,1.2015555555555555,0.15871428571428567,57.87119047619049
2020-11-07,0.0,4.380222222222224,1.1824444444444444,0.1604,58.33404761904764
2020-11-08,0.0,3.264066666666667,1.1611111111111112,0.15821621621621626,58.59857142857144
2020-11-09,0.0,6.3593777777777785,1.142222222222222,0.15980555555555553,59.34833333333334
2020-11-10,0.0,6.341599999999999,1.123111111111111,0.1589722222222222,59.722619047619055
2020-11-11,0.0,6.391866666666668,1.1084444444444443,0.15722222222222226,59.932142857142836
2020-11-12,0.0,5.914400000000001,1.0971111111111111,0.1574722222222223,60.350952380952364
2020-11-13,0.0,7.236888888888889,1.0859999999999999,0.16002777777777777,60.41690476190479
2020-11-14,0.0,4.914777777777777,1.0753333333333337,0.15891666666666668,60.41690476190477
2020-11-15,0.0,4.648377777777778,1.0662222222222222,0.1565,60.41690476190475
2020-11-16,0.0,7.713688888888888,1.0579999999999996,0.1602222222222222,60.87952380952381
2020-11-17,0.0,7.920155555555555,1.0504444444444443,0.16351428571428575,61.12214285714287
